id;title;origin_title;description;year;tags;kinopoisk;imdb;torrent_link;full_text;src_small;src;src_big;src_xbig;src_xxbig;src_xxxbig;video
21;Салі;Sully;Тое, што адбылося 15 студзеня 2009 года, назавуць «Цудам на Гудзоне». У той дзень капітан рэйса 1549 Чэслі Саленбергер здзейсніў аварыйную пасадку самалёта A320 на халодныя воды ракі Гудзон у Нью-Ёрку. Пры гэтым ніхто са 155 чалавек, якія знаходзіліся на борце, не пацярпеў. Але, нягледзячы на ўсе ўшанаванні з боку грамадскасці і СМІ, было распачатае расследаванне, якое пагражала прафесійнай рэпутацыі і шматгадовай кар'еры капітана Салі.Глядзіце кранальную карціну Клінта Іствуда па-беларуску ў перакладзе [id95250730|Цімафея Каліноўскага]!;2016;#kinakipa_біяграфія, #kinakipa_драма, #kinakipa_субцітры;https://www.kinopoisk.ru/film/805650/;http://www.imdb.com/title/tt3263904/;http://www.baravik.org/topic/1651/;Салі | Sully | 2016<br><br>Тое, што адбылося 15 студзеня 2009 года, назавуць «Цудам на Гудзоне». У той дзень капітан рэйса 1549 Чэслі Саленбергер здзейсніў аварыйную пасадку самалёта A320 на халодныя воды ракі Гудзон у Нью-Ёрку. Пры гэтым ніхто са 155 чалавек, якія знаходзіліся на борце, не пацярпеў. Але, нягледзячы на ўсе ўшанаванні з боку грамадскасці і СМІ, было распачатае расследаванне, якое пагражала прафесійнай рэпутацыі і шматгадовай кар'еры капітана Салі.<br>Глядзіце кранальную карціну Клінта Іствуда па-беларуску ў перакладзе [id95250730|Цімафея Каліноўскага]!<br><br>Беларуская агучка: (няма)<br>Беларускія субцітры: http://www.baravik.org/topic/1651/<br><br>IMDb: http://www.imdb.com/title/tt3263904/<br>Kinopoisk: https://www.kinopoisk.ru/film/805650/<br><br>#kinakipa_біяграфія #kinakipa_драма #kinakipa_субцітры;https://pp.userapi.com/c636416/v636416694/67711/jiVv4-ndZGY.jpg;https://pp.userapi.com/c636416/v636416694/67712/2F7gGEdt7ek.jpg;https://pp.userapi.com/c636416/v636416694/67713/5DpcVay52kQ.jpg;https://pp.userapi.com/c636416/v636416694/67714/lzS4gleqdII.jpg;https://pp.userapi.com/c636416/v636416694/67715/rJLU0m3n-3Q.jpg;;
22;Куб 2: Гіперкуб;Cube 2: Hypercube;Восемь незнаёмцаў аказваюцца зачыненымі ў дзіўнай канструкцыі з мноствам пакояў. Каб знайсці выхад ім даводзіцца перамяшчацца з пакоя ў пакой. Але не ўсё так проста. Куб падрыхтаваў шмат таямніц, ды і людзі не жалезныя, нервы пачынаюць здаваць у самы непадыходны момант.Глядзець абавязкова дома і без паўз.;2002;#kinakipa_фантастыка, #kinakipa_трылер, #kinakipa_субцітры;https://www.kinopoisk.ru/film/8121/;http://www.imdb.com/title/tt0285492/;;Куб 2: Гіперкуб | Cube 2: Hypercube | 2002<br><br>Восемь незнаёмцаў аказваюцца зачыненымі ў дзіўнай канструкцыі з мноствам пакояў. Каб знайсці выхад ім даводзіцца перамяшчацца з пакоя ў пакой. Але не ўсё так проста. Куб падрыхтаваў шмат таямніц, ды і людзі не жалезныя, нервы пачынаюць здаваць у самы непадыходны момант.<br>Глядзець абавязкова дома і без паўз.<br>Пераклад субцітраў падрыхтавала [id92308882|Irina Goltsman].<br>Прыемнага прагляду!<br><br>Беларуская агучка: (няма)<br>Беларускія субцітры: ёсць<br><br>IMDb: http://www.imdb.com/title/tt0285492/<br>Kinopoisk: https://www.kinopoisk.ru/film/8121/<br><br>#kinakipa_фантастыка #kinakipa_трылер #kinakipa_субцітры;https://pp.userapi.com/c636416/v636416694/67658/nh8gvFO6U_A.jpg;https://pp.userapi.com/c636416/v636416694/67659/uEByLnr8UAM.jpg;https://pp.userapi.com/c636416/v636416694/6765a/bztAP1RDucY.jpg;https://pp.userapi.com/c636416/v636416694/6765b/8HALbGGXhtc.jpg;https://pp.userapi.com/c636416/v636416694/6765c/rNOcqk-fW1M.jpg;https://pp.userapi.com/c636416/v636416694/6765d/994zXh5_iEc.jpg;"<iframe src=""https://vk.com/video_ext.php?oid=-31671521&id=165547899&hash=66759742fe9c8472"" width=""480"" height=""270"" frameborder=""0"" allowfullscreen></iframe>"
23;Вернік;The Believer;Фільм заснаваны на рэальных падзеях. Гісторыя яўрэйскага хлопчыка, які стаў скінхедам з марай стаць рабінам.;2001;#kinakipa_драма, #kinakipa_агучка;https://www.kinopoisk.ru/film/607/;http://www.imdb.com/title/tt0247199/;;Вернік | The Believer | 2001<br><br>Фільм заснаваны на рэальных падзеях. Гісторыя яўрэйскага хлопчыка, які стаў скінхедам з марай стаць рабінам.<br><br>Беларуская агучка: ёсць (DVO)<br>Беларускія субцітры: (няма)<br><br>IMDb: http://www.imdb.com/title/tt0247199/<br>Kinopoisk: https://www.kinopoisk.ru/film/607/<br><br>#kinakipa_драма #kinakipa_агучка;https://pp.userapi.com/c636416/v636416694/6724f/0kFVTwyfATw.jpg;https://pp.userapi.com/c636416/v636416694/67250/GdmKbtOOLEs.jpg;https://pp.userapi.com/c636416/v636416694/67251/e6u1VeFHvl8.jpg;;;;"<iframe src=""https://vk.com/video_ext.php?oid=8892584&id=456239073&hash=53cc3f51a5f2defa"" width=""480"" height=""270"" frameborder=""0"" allowfullscreen></iframe>"
24;Таўстуны;Gordos;;2009;#kinakipa_камедыя, #kinakipa_драма, #kinakipa_агучка;https://www.kinopoisk.ru/film/402662/;http://www.imdb.com/title/tt1166810/;http://www.baravik.org/topic/1595/;Таўстуны | Gordos | 2009<br><br>Беларуская агучка: http://www.baravik.org/topic/1595/ (DVO)<br>Беларускія субцітры: (няма)<br><br>IMDb: http://www.imdb.com/title/tt1166810/<br>Kinopoisk: https://www.kinopoisk.ru/film/402662/<br><br>#kinakipa_камедыя #kinakipa_драма #kinakipa_агучка;https://pp.userapi.com/c636331/v636331694/63777/XgxhqwST6DE.jpg;https://pp.userapi.com/c636331/v636331694/63778/FIrUiGJieIE.jpg;https://pp.userapi.com/c636331/v636331694/63779/ikp6lIYQUeA.jpg;https://pp.userapi.com/c636331/v636331694/6377a/9Akno7VCckU.jpg;https://pp.userapi.com/c636331/v636331694/6377b/MfZHnOMvU4k.jpg;https://pp.userapi.com/c636331/v636331694/6377c/dMdaKavSlK0.jpg;"<iframe src=""None"" width=""480"" height=""270"" frameborder=""0"" allowfullscreen></iframe>"
25;Крылы;Wings;"Першы ўладальнік прэміі Оскар ў намінацыі ""Найлепшы фільм"", які да 2011 года быў адзінай нямой стужкай з гэтай узнагародай.Якасны пераклад на беларускую мову і лакалізаваны постэр ад [id95250730|Цімафея Каліноўскага].";1927;#kinakipa_драма, #kinakipa_меладрама, #kinakipa_ваенны, #kinakipa_субцітры;https://www.kinopoisk.ru/film/3409/;http://www.imdb.com/title/tt0018578/;http://www.baravik.org/topic/1650/;"Крылы | Wings | 1927<br><br>Першы ўладальнік прэміі Оскар ў намінацыі ""Найлепшы фільм"", які да 2011 года быў адзінай нямой стужкай з гэтай узнагародай.<br>Якасны пераклад на беларускую мову і лакалізаваны постэр ад [id95250730|Цімафея Каліноўскага].<br><br>Беларуская агучка: (няма)<br>Беларускія субцітры: http://www.baravik.org/topic/1650/<br><br>IMDb: http://www.imdb.com/title/tt0018578/<br>Kinopoisk: https://www.kinopoisk.ru/film/3409/<br><br>#kinakipa_драма #kinakipa_меладрама #kinakipa_ваенны #kinakipa_субцітры";https://pp.userapi.com/c636331/v636331694/636ce/21mBb3Yp9OY.jpg;https://pp.userapi.com/c636331/v636331694/636cf/XrbrSQQDiO0.jpg;https://pp.userapi.com/c636331/v636331694/636d0/k8E0NMGBD4k.jpg;https://pp.userapi.com/c636331/v636331694/636d1/8oZxl6sHSQc.jpg;;;
26;;Star Wars: Episode I – The Phantom Menace;"Пераклад першага эпізода ""Зорных войнаў"" і постэр да яго ад аднаго з найлепшых перакладчыкаў фільмаў [id95250730|Цімафея Каліноўскага].";1999;#kinakipa_баявік, #kinakipa_прыгоды, #kinakipa_фантастыка, #kinakipa_фэнтэзі, #kinakipa_субцітры;https://www.kinopoisk.ru/film/6695/;http://www.imdb.com/title/tt0120915/;http://www.baravik.org/topic/1543/;"Зорныя войны: Эпізод I – Цьмяная пагроза (Уяўная пагроза) | Star Wars: Episode I – The Phantom Menace | 1999<br><br>Пераклад першага эпізода ""Зорных войнаў"" і постэр да яго ад аднаго з найлепшых перакладчыкаў фільмаў [id95250730|Цімафея Каліноўскага]. <br><br>Беларуская агучка: (няма)<br>Беларускія субцітры: http://www.baravik.org/topic/1543/<br><br>IMDb: http://www.imdb.com/title/tt0120915/<br>Kinopoisk: https://www.kinopoisk.ru/film/6695/<br><br>Эпізод II: https://vk.com/wall-136884833_242<br>Эпізод III: https://vk.com/wall-136884833_241<br><br>#kinakipa_баявік #kinakipa_прыгоды #kinakipa_фантастыка #kinakipa_фэнтэзі #kinakipa_субцітры";https://pp.userapi.com/c636331/v636331694/62c77/WMP-0kdo9x0.jpg;https://pp.userapi.com/c636331/v636331694/62c78/kPMUyiZaxRg.jpg;https://pp.userapi.com/c636331/v636331694/62c79/aoAz8d2pdyU.jpg;https://pp.userapi.com/c636331/v636331694/62c7a/XbCdjv-3n28.jpg;;;"<iframe src=""https://www.youtube.com/embed/uPG3VDYBRpY"" width=""480"" height=""270"" frameborder=""0"" allowfullscreen></iframe>"
27;;Star Wars: Episode II – Attack of the Clones;"Пераклад другога эпізода ""Зорных войнаў"" і постэр да яго ад аднаго з найлепшых перакладчыкаў фільмаў [id95250730|Цімафея Каліноўскага].";2002;#kinakipa_баявік, #kinakipa_прыгоды, #kinakipa_фантастыка, #kinakipa_фэнтэзі, #kinakipa_субцітры;https://www.kinopoisk.ru/film/844/;http://www.imdb.com/title/tt0121765/;http://www.baravik.org/topic/1552/;"Зорныя войны: Эпізод II – Атака клонаў | Star Wars: Episode II – Attack of the Clones | 2002<br><br>Пераклад другога эпізода ""Зорных войнаў"" і постэр да яго ад аднаго з найлепшых перакладчыкаў фільмаў [id95250730|Цімафея Каліноўскага].<br><br>Беларуская агучка: (няма)<br>Беларускія субцітры: http://www.baravik.org/topic/1552/<br><br>IMDb: http://www.imdb.com/title/tt0121765/<br>Kinopoisk: https://www.kinopoisk.ru/film/844/<br><br>Эпізод I: https://vk.com/wall-136884833_243<br>Эпізод III: https://vk.com/wall-136884833_241<br><br>#kinakipa_баявік #kinakipa_прыгоды #kinakipa_фантастыка #kinakipa_фэнтэзі #kinakipa_субцітры";https://pp.userapi.com/c636331/v636331694/62c6f/c-gTVsGYRJI.jpg;https://pp.userapi.com/c636331/v636331694/62c70/B-GDnm-t-LE.jpg;https://pp.userapi.com/c636331/v636331694/62c71/kCYHAkXxOcI.jpg;https://pp.userapi.com/c636331/v636331694/62c72/4yCymAFajh0.jpg;;;"<iframe src=""https://www.youtube.com/embed/uPG3VDYBRpY"" width=""480"" height=""270"" frameborder=""0"" allowfullscreen></iframe>"
28;;Star Wars: Episode III – Revenge of the Sith;"Пераклад трэцяга эпізода ""Зорных войнаў"" і постэр да яго ад аднаго з найлепшых перакладчыкаў фільмаў [id95250730|Цімафея Каліноўскага].";2005;#kinakipa_баявік, #kinakipa_прыгоды, #kinakipa_фантастыка, #kinakipa_фэнтэзі, #kinakipa_субцітры;https://www.kinopoisk.ru/film/5619/;http://www.imdb.com/title/tt0121766/;http://www.baravik.org/topic/1561/;"Зорныя войны: Эпізод III – Помста сітхаў | Star Wars: Episode III – Revenge of the Sith | 2005<br><br>Пераклад трэцяга эпізода ""Зорных войнаў"" і постэр да яго ад аднаго з найлепшых перакладчыкаў фільмаў [id95250730|Цімафея Каліноўскага]. <br><br>Беларуская агучка: (няма)<br>Беларускія субцітры: http://www.baravik.org/topic/1561/<br><br>IMDb: http://www.imdb.com/title/tt0121766/<br>Kinopoisk: https://www.kinopoisk.ru/film/5619/<br><br>Эпізод I: https://vk.com/wall-136884833_243<br>Эпізод II: https://vk.com/wall-136884833_242<br><br>#kinakipa_баявік #kinakipa_прыгоды #kinakipa_фантастыка #kinakipa_фэнтэзі #kinakipa_субцітры";https://pp.userapi.com/c636331/v636331694/62c67/ACNYX3V7IjE.jpg;https://pp.userapi.com/c636331/v636331694/62c68/8GlQ8c2sWQ0.jpg;https://pp.userapi.com/c636331/v636331694/62c69/7OxZCMMr1ew.jpg;https://pp.userapi.com/c636331/v636331694/62c6a/WMbhL3nGg1g.jpg;;;"<iframe src=""https://www.youtube.com/embed/uPG3VDYBRpY"" width=""480"" height=""270"" frameborder=""0"" allowfullscreen></iframe>"
29;Прысуд;Conviction;Моцны фільм пра адносіны паміж братам і сястрой. Стужка прымушае задумацца пра тое, а якія ў нас адносіны з роднымі. І ён вучыць нас галоўнаму — чалавекалюбству, дабраце і ахвярнасці. І дзякуючы суполцы [club137358267|Gavarun_by] мы маем яшчэ адзін беларускамоўны фільм у сваёй калекцыі!;2010;#kinakipa_біяграфія, #kinakipa_драма, #kinakipa_агучка;https://www.kinopoisk.ru/film/418847/;http://www.imdb.com/title/tt1244754/;http://www.baravik.org/topic/1649/, http://www.baravik.org/topic/1295/;Прысуд | Conviction | 2010<br><br>Моцны фільм пра адносіны паміж братам і сястрой. Стужка прымушае задумацца пра тое, а якія ў нас адносіны з роднымі. І ён вучыць нас галоўнаму — чалавекалюбству, дабраце і ахвярнасці. І дзякуючы суполцы [club137358267|Gavarun_by] мы маем яшчэ адзін беларускамоўны фільм у сваёй калекцыі!<br><br>Беларуская агучка: http://www.baravik.org/topic/1649/ (DVO)<br>Беларускія субцітры: http://www.baravik.org/topic/1295/<br><br>IMDb: http://www.imdb.com/title/tt1244754/<br>Kinopoisk: https://www.kinopoisk.ru/film/418847/<br><br>#kinakipa_біяграфія #kinakipa_драма #kinakipa_агучка;https://pp.userapi.com/c836424/v836424694/29510/DVk51NN3-O0.jpg;https://pp.userapi.com/c836424/v836424694/29511/HqfY4M4_TFI.jpg;https://pp.userapi.com/c836424/v836424694/29512/wd8w-fLyUPU.jpg;https://pp.userapi.com/c836424/v836424694/29513/yNhyarkXbyk.jpg;https://pp.userapi.com/c836424/v836424694/29514/204cMIqoA4E.jpg;;
30;V азначае вендэта;V for Vendetta;;2006;#vforvendetta, #kinakipa_баявік, #kinakipa_драма, #kinakipa_трылер, #kinakipa_фантастыка, #kinakipa_субцітры;https://www.kinopoisk.ru/film/86208/;http://www.imdb.com/title/tt0434409/;http://www.baravik.org/topic/1601/;V азначае вендэта | V for Vendetta | 2006<br><br>Беларуская агучка: (няма)<br>Беларускія субцітры: http://belazar.info/belsoft/cinema.php#vforvendetta<br>http://www.baravik.org/topic/1601/ <br><br>IMDb: http://www.imdb.com/title/tt0434409/<br>Kinopoisk: https://www.kinopoisk.ru/film/86208/<br><br>#kinakipa_баявік #kinakipa_драма #kinakipa_трылер #kinakipa_фантастыка #kinakipa_субцітры;https://pp.userapi.com/c836424/v836424694/292fd/kWLtEh63K0w.jpg;https://pp.userapi.com/c836424/v836424694/292fe/a5KNCvgCRSM.jpg;https://pp.userapi.com/c836424/v836424694/292ff/78J5kfu5IME.jpg;https://pp.userapi.com/c836424/v836424694/29300/-d6XlZSui_E.jpg;;;
